SalaryChangeID,EmployeeID,EffectiveDate,MonthlyIncome,ChangeType
376,132,2024-09-06,41396.0,Hike
377,133,2025-06-10,70299.0,Joining
378,134,2021-06-07,61464.0,Joining
379,134,2022-06-07,66539.0,Hike
380,134,2023-06-07,71131.0,Hike
381,134,2024-06-06,75515.0,Hike
382,135,2023-06-10,48050.0,Joining
383,135,2024-06-09,53006.0,Hike
384,136,2021-06-12,44589.0,Joining
385,136,2022-06-12,47567.0,Hike
386,136,2023-06-12,51087.0,Hike
387,136,2024-06-11,55342.0,Hike
388,137,2017-03-04,34706.0,Joining
389,137,2018-03-04,36916.0,Hike
390,137,2019-03-04,39733.0,Hike
391,137,2020-03-03,43941.0,Hike
392,137,2021-03-03,44042.0,Hike
393,137,2022-03-03,48148.0,Hike
394,138,2024-06-05,31342.0,Joining
395,139,2021-06-02,56304.0,Joining
396,139,2022-06-02,59063.0,Hike
397,139,2023-06-02,62971.0,Hike
398,139,2024-06-01,68285.0,Hike
399,140,2023-06-08,35336.0,Joining
400,140,2024-06-07,36976.0,Hike
401,141,2017-12-22,58185.0,Joining
402,141,2018-12-22,63433.0,Hike
403,141,2019-12-22,70351.0,Hike
404,141,2020-12-21,73188.0,Hike
405,141,2021-12-21,78888.0,Hike
406,141,2022-12-21,86874.0,Hike
407,142,2024-11-14,56588.0,Joining
408,143,2019-09-19,37243.0,Joining
409,143,2020-09-18,40328.0,Hike
410,143,2021-09-18,44052.0,Hike
411,143,2022-09-18,48352.0,Hike
412,143,2023-09-18,51198.0,Hike
413,143,2024-09-17,54344.0,Hike
414,144,2023-10-18,35825.0,Joining
415,144,2024-10-17,37509.0,Hike
416,145,2020-01-19,69962.0,Joining
417,145,2021-01-18,73235.0,Hike
418,145,2022-01-18,80204.0,Hike
419,145,2023-01-18,84570.0,Hike
420,145,2024-01-18,89458.0,Hike
421,146,2014-02-09,32195.0,Joining
422,146,2015-02-09,33818.0,Hike
423,146,2016-02-09,35512.0,Hike
424,146,2017-02-08,38438.0,Hike
425,146,2018-02-08,40004.0,Hike
426,146,2019-02-08,42914.0,Hike
427,147,2024-08-15,41422.0,Joining
428,148,2024-10-31,61232.0,Joining
429,149,2015-06-09,55581.0,Joining
430,149,2016-06-08,60069.0,Hike
431,149,2017-06-08,66084.0,Hike
432,149,2018-06-08,70158.0,Hike
433,149,2019-06-08,73710.0,Hike
434,149,2020-06-07,77983.0,Hike
435,150,2023-01-17,108054.0,Joining
436,150,2024-01-17,114943.0,Hike
437,151,2025-05-20,66604.0,Joining
438,152,2018-09-17,41290.0,Joining
439,152,2019-09-17,43323.0,Hike
440,152,2020-09-16,44147.0,Hike
441,152,2021-09-16,48107.0,Hike
442,152,2022-09-16,49717.0,Hike
443,152,2023-09-16,54168.0,Hike
444,153,2025-07-20,94159.0,Joining
445,154,2024-04-28,50384.0,Joining
446,155,2025-02-12,80639.0,Joining
447,156,2020-08-09,72052.0,Joining
448,156,2021-08-09,77739.0,Hike
449,156,2022-08-09,83187.0,Hike
450,156,2023-08-09,91165.0,Hike
451,156,2024-08-08,98765.0,Hike
452,157,2025-08-05,59557.0,Joining
453,158,2021-09-30,29711.0,Joining
454,158,2022-09-30,31757.0,Hike
455,158,2023-09-30,33393.0,Hike
456,158,2024-09-29,35971.0,Hike
457,159,2022-05-02,125160.0,Joining
458,159,2023-05-02,131218.0,Hike
459,159,2024-05-01,139469.0,Hike
460,160,2020-07-06,49399.0,Joining
461,160,2021-07-06,54170.0,Hike
462,160,2022-07-06,56527.0,Hike
463,160,2023-07-06,60889.0,Hike
464,160,2024-07-05,66415.0,Hike
465,161,2016-01-12,100741.0,Joining
466,161,2017-01-11,105336.0,Hike
467,161,2018-01-11,110059.0,Hike
468,161,2019-01-11,116575.0,Hike
469,161,2020-01-11,123568.0,Hike
470,161,2021-01-10,131721.0,Hike
471,162,2009-03-20,63563.0,Joining
472,162,2010-03-20,68504.0,Hike
473,162,2011-03-20,72610.0,Hike
474,162,2012-03-19,76715.0,Hike
475,162,2013-03-19,79941.0,Hike
476,162,2014-03-19,85413.0,Hike
477,163,2016-06-21,50648.0,Joining
478,163,2017-06-21,53063.0,Hike
479,163,2018-06-21,57774.0,Hike
480,163,2019-06-21,63573.0,Hike
481,163,2020-06-20,68801.0,Hike
482,163,2021-06-20,74643.0,Hike
483,164,2019-07-27,34446.0,Joining
484,164,2020-07-26,36317.0,Hike
485,164,2021-07-26,38911.0,Hike
486,164,2022-07-26,41808.0,Hike
487,164,2023-07-26,42915.0,Hike
488,164,2024-07-25,46217.0,Hike
489,165,2025-11-27,51885.0,Joining
490,166,2024-03-20,43494.0,Joining
491,167,2025-10-19,113660.0,Joining
492,168,2020-07-13,26952.0,Joining
493,168,2021-07-13,28473.0,Hike
494,168,2022-07-13,30680.0,Hike
495,168,2023-07-13,31630.0,Hike
496,168,2024-07-12,34739.0,Hike
497,169,2021-05-17,86821.0,Joining
498,169,2022-05-17,93390.0,Hike
499,169,2023-05-17,101508.0,Hike
500,169,2024-05-16,107683.0,Hike
501,170,2023-06-02,42487.0,Joining
502,170,2024-06-01,46114.0,Hike
503,171,2019-12-27,44883.0,Joining
504,171,2020-12-26,47128.0,Hike
505,171,2021-12-26,51002.0,Hike
506,171,2022-12-26,53761.0,Hike
507,171,2023-12-26,57254.0,Hike
508,171,2024-12-25,59641.0,Hike
509,172,2025-07-30,44479.0,Joining
510,173,2023-09-30,53709.0,Joining
511,173,2024-09-29,57071.0,Hike
512,174,2025-12-22,58680.0,Joining
513,175,2025-09-01,66942.0,Joining
514,176,2025-02-09,30430.0,Joining
515,177,2025-11-07,44468.0,Joining
516,178,2024-10-18,43630.0,Joining
517,179,2021-08-29,50631.0,Joining
518,179,2022-08-29,54096.0,Hike
519,179,2023-08-29,58640.0,Hike
520,179,2024-08-28,62575.0,Hike
521,180,2024-10-06,33255.0,Joining
522,181,2025-04-18,74898.0,Joining
523,182,2022-12-13,48320.0,Joining
524,182,2023-12-13,51845.0,Hike
525,182,2024-12-12,55454.0,Hike
526,183,2025-10-27,53356.0,Joining
527,184,2017-05-24,96200.0,Joining
528,184,2018-05-24,103369.0,Hike
529,184,2019-05-24,111376.0,Hike
530,184,2020-05-23,123272.0,Hike
531,184,2021-05-23,131412.0,Hike
532,184,2022-05-23,141985.0,Hike
533,185,2021-12-03,48271.0,Joining
534,185,2022-12-03,51555.0,Hike
535,185,2023-12-03,54380.0,Hike
536,185,2024-12-02,57425.0,Hike
537,186,2025-11-09,58447.0,Joining
538,187,2019-11-16,25858.0,Joining
539,187,2020-11-15,28434.0,Hike
540,187,2021-11-15,30959.0,Hike
541,187,2022-11-15,33337.0,Hike
542,187,2023-11-15,35366.0,Hike
543,187,2024-11-14,37266.0,Hike
544,188,2009-05-06,136687.0,Joining
545,188,2010-05-06,136625.0,Hike
546,188,2011-05-06,146711.0,Hike
547,188,2012-05-05,159006.0,Hike
548,188,2013-05-05,167584.0,Hike
549,188,2014-05-05,181208.0,Hike
550,189,2023-08-26,49576.0,Joining
551,189,2024-08-25,53259.0,Hike
552,190,2015-09-28,51562.0,Joining
553,190,2016-09-27,55740.0,Hike
554,190,2017-09-27,58858.0,Hike
555,190,2018-09-27,64419.0,Hike
556,190,2019-09-27,67481.0,Hike
557,190,2020-09-26,74324.0,Hike
558,191,2012-03-12,46894.0,Joining
559,191,2013-03-12,51205.0,Hike
560,191,2014-03-12,56470.0,Hike
561,191,2015-03-12,60407.0,Hike
562,191,2016-03-11,64658.0,Hike
563,191,2017-03-11,69751.0,Hike
564,192,2024-12-11,85106.0,Joining
565,193,2018-07-19,29078.0,Joining
566,193,2019-07-19,30895.0,Hike
567,193,2020-07-18,34696.0,Hike
568,193,2021-07-18,37789.0,Hike
569,193,2022-07-18,41060.0,Hike
570,193,2023-07-18,43533.0,Hike
571,194,2024-02-02,64582.0,Joining
572,195,2019-07-29,110156.0,Joining
573,195,2020-07-28,117683.0,Hike
574,195,2021-07-28,130990.0,Hike
575,195,2022-07-28,136669.0,Hike
576,195,2023-07-28,144125.0,Hike
577,195,2024-07-27,158230.0,Hike
578,196,2022-06-14,61633.0,Joining
579,196,2023-06-14,64823.0,Hike
580,196,2024-06-13,71715.0,Hike
581,197,2024-11-18,32578.0,Joining
582,198,2023-07-03,30826.0,Joining
583,198,2024-07-02,33809.0,Hike
584,199,2024-10-26,66636.0,Joining
585,200,2018-10-17,41444.0,Joining
586,200,2019-10-17,44167.0,Hike
587,200,2020-10-16,46563.0,Hike
588,200,2021-10-16,50646.0,Hike
589,200,2022-10-16,55984.0,Hike
590,200,2023-10-16,60333.0,Hike
591,201,2020-04-10,26779.0,Joining
592,201,2021-04-10,28641.0,Hike
593,201,2022-04-10,31103.0,Hike
594,201,2023-04-10,32779.0,Hike
595,201,2024-04-09,34846.0,Hike
596,202,2020-08-25,35232.0,Joining
597,202,2021-08-25,38202.0,Hike
598,202,2022-08-25,40748.0,Hike
599,202,2023-08-25,42865.0,Hike
600,202,2024-08-24,45787.0,Hike
601,203,2025-11-19,54325.0,Joining
602,204,2025-05-21,32733.0,Joining
603,205,2021-02-26,41543.0,Joining
604,205,2022-02-26,44473.0,Hike
605,205,2023-02-26,47833.0,Hike
606,205,2024-02-26,50819.0,Hike
607,206,2020-12-01,51815.0,Joining
608,206,2021-12-01,57708.0,Hike
609,206,2022-12-01,61311.0,Hike
610,206,2023-12-01,66738.0,Hike
611,206,2024-11-30,71598.0,Hike
612,207,2020-10-26,37733.0,Joining
613,207,2021-10-26,39531.0,Hike
614,207,2022-10-26,42695.0,Hike
615,207,2023-10-26,44616.0,Hike
616,207,2024-10-25,46747.0,Hike
617,208,2024-11-07,28924.0,Joining
618,209,2024-10-18,30142.0,Joining
619,210,2023-06-01,94170.0,Joining
620,210,2024-05-31,101402.0,Hike
621,211,2018-11-19,44904.0,Joining
622,211,2019-11-19,48052.0,Hike
623,211,2020-11-18,50899.0,Hike
624,211,2021-11-18,55668.0,Hike
625,211,2022-11-18,58220.0,Hike
626,211,2023-11-18,63302.0,Hike
627,212,2025-08-10,39488.0,Joining
628,213,2019-01-15,46728.0,Joining
629,213,2020-01-15,51008.0,Hike
630,213,2021-01-14,56963.0,Hike
631,213,2022-01-14,60261.0,Hike
632,213,2023-01-14,65090.0,Hike
633,213,2024-01-14,69100.0,Hike
634,214,2021-12-14,82544.0,Joining
635,214,2022-12-14,88003.0,Hike
636,214,2023-12-14,91885.0,Hike
637,214,2024-12-13,98216.0,Hike
638,215,2019-01-03,86973.0,Joining
639,215,2020-01-03,92899.0,Hike
640,215,2021-01-02,99020.0,Hike
641,215,2022-01-02,107443.0,Hike
642,215,2023-01-02,112780.0,Hike
643,215,2024-01-02,122108.0,Hike
644,216,2022-10-13,95424.0,Joining
645,216,2023-10-13,102884.0,Hike
646,216,2024-10-12,110378.0,Hike
647,217,2021-12-16,46364.0,Joining
648,217,2022-12-16,49321.0,Hike
649,217,2023-12-16,52970.0,Hike
650,217,2024-12-15,56303.0,Hike
651,218,2024-11-11,68284.0,Joining
652,219,2025-12-11,36983.0,Joining
653,220,2023-12-03,44169.0,Joining
654,220,2024-12-02,46686.0,Hike
655,221,2019-08-23,40550.0,Joining
656,221,2020-08-22,44595.0,Hike
657,221,2021-08-22,48145.0,Hike
658,221,2022-08-22,51183.0,Hike
659,221,2023-08-22,54227.0,Hike
660,221,2024-08-21,57957.0,Hike
661,222,2024-08-27,62311.0,Joining
662,223,2021-09-25,78562.0,Joining
663,223,2022-09-25,88601.0,Hike
664,223,2023-09-25,97544.0,Hike
665,223,2024-09-24,107143.0,Hike
666,224,2024-06-27,30846.0,Joining
667,225,2025-01-26,59374.0,Joining
668,226,2025-05-22,57051.0,Joining
669,227,2018-06-13,56760.0,Joining
670,227,2019-06-13,58910.0,Hike
671,227,2020-06-12,62323.0,Hike
672,227,2021-06-12,67141.0,Hike
673,227,2022-06-12,72874.0,Hike
674,227,2023-06-12,78138.0,Hike
675,228,2021-06-09,43029.0,Joining
676,228,2022-06-09,44762.0,Hike
677,228,2023-06-09,48331.0,Hike
678,228,2024-06-08,50711.0,Hike
679,229,2021-03-20,45820.0,Joining
680,229,2022-03-20,50275.0,Hike
681,229,2023-03-20,52886.0,Hike
682,229,2024-03-19,53912.0,Hike
683,230,2025-03-08,34751.0,Joining
684,231,2024-01-31,27646.0,Joining
685,232,2024-11-05,48833.0,Joining
686,233,2021-02-25,107253.0,Joining
687,233,2022-02-25,116302.0,Hike
688,233,2023-02-25,123921.0,Hike
689,233,2024-02-25,127450.0,Hike
690,234,2024-06-28,33577.0,Joining
691,235,2025-06-05,36763.0,Joining
692,236,2022-07-26,74466.0,Joining
693,236,2023-07-26,81205.0,Hike
694,236,2024-07-25,86442.0,Hike
695,237,2022-09-26,73263.0,Joining
696,237,2023-09-26,75241.0,Hike
