AttendanceID,EmployeeID,Month,Year,LeavesTaken,LateMarks,WFHDays,WorkingDays
350,31,3,2025,4,0,6,22
351,31,4,2025,1,0,3,22
352,31,5,2025,5,2,3,22
353,31,6,2025,0,0,6,22
354,31,7,2025,2,1,3,22
355,31,8,2025,1,1,3,22
356,31,9,2025,1,0,4,22
357,31,10,2025,0,0,3,22
358,31,11,2025,2,2,0,22
359,31,12,2025,1,1,2,22
360,32,1,2025,1,2,3,22
361,32,2,2025,5,1,4,22
362,32,3,2025,2,1,2,22
363,32,4,2025,1,2,5,22
364,32,5,2025,1,0,3,22
365,32,6,2025,2,2,5,22
366,32,7,2025,1,0,5,22
367,32,8,2025,2,1,7,22
368,32,9,2025,2,0,2,22
369,32,10,2025,2,0,3,22
370,32,11,2025,2,2,4,22
371,32,12,2025,1,1,2,22
372,33,1,2025,2,1,5,22
373,33,2,2025,5,3,2,22
374,33,3,2025,1,2,1,22
375,33,4,2025,3,1,2,22
376,33,5,2025,3,1,4,22
377,33,6,2025,2,3,4,22
378,33,8,2025,3,2,2,22
379,33,9,2025,2,2,0,22
380,33,10,2025,3,1,2,22
381,33,12,2025,2,5,0,22
382,34,1,2025,2,1,5,22
383,34,2,2025,4,1,2,22
384,34,3,2025,1,4,2,22
385,34,4,2025,4,0,2,22
386,34,8,2025,1,3,7,22
387,34,9,2025,3,2,4,22
388,34,11,2025,3,2,5,22
389,35,1,2025,0,1,3,22
390,35,2,2025,1,1,3,22
391,35,3,2025,2,1,3,22
392,35,4,2025,1,0,2,22
393,35,5,2025,2,0,8,22
394,35,6,2025,4,0,3,22
395,35,7,2025,2,0,2,22
396,35,8,2025,1,1,1,22
397,35,9,2025,2,0,0,22
398,35,10,2025,2,1,4,22
399,35,11,2025,3,1,1,22
400,35,12,2025,0,2,3,22
401,36,1,2025,0,0,4,22
402,36,2,2025,0,2,3,22
403,36,3,2025,3,0,3,22
404,36,5,2025,2,0,3,22
405,36,6,2025,1,1,1,22
406,36,7,2025,2,0,3,22
407,36,8,2025,1,0,2,22
408,36,10,2025,1,2,4,22
409,36,11,2025,1,0,3,22
410,37,1,2025,0,1,5,22
411,37,2,2025,1,0,0,22
412,37,3,2025,2,1,2,22
413,37,4,2025,0,0,4,22
414,37,5,2025,4,1,3,22
415,37,6,2025,2,2,2,22
416,37,7,2025,2,4,2,22
417,37,8,2025,1,2,7,22
418,37,9,2025,4,1,2,22
419,37,10,2025,0,0,2,22
420,37,11,2025,1,2,5,22
421,37,12,2025,3,2,3,22
422,38,1,2025,0,3,3,22
423,38,3,2025,5,5,6,22
424,38,4,2025,4,2,4,22
425,38,5,2025,3,3,2,22
426,38,6,2025,4,0,4,22
427,38,7,2025,0,3,3,22
428,38,8,2025,1,2,5,22
429,38,9,2025,3,4,0,22
430,38,10,2025,4,5,4,22
431,38,12,2025,3,1,2,22
432,39,1,2025,0,1,5,22
433,39,2,2025,1,1,5,22
434,39,3,2025,1,0,6,22
435,39,4,2025,1,2,4,22
436,39,5,2025,3,2,2,22
437,39,6,2025,1,1,1,22
438,39,7,2025,4,1,5,22
439,39,8,2025,2,0,7,22
440,39,9,2025,1,2,5,22
441,39,10,2025,2,0,5,22
442,39,11,2025,2,1,3,22
443,39,12,2025,1,0,5,22
444,40,1,2025,1,3,2,22
445,40,2,2025,1,2,4,22
446,40,3,2025,2,1,5,22
447,40,5,2025,2,2,5,22
448,40,7,2025,2,0,1,22
449,40,9,2025,1,2,0,22
450,40,10,2025,5,3,5,22
451,40,11,2025,3,0,3,22
452,40,12,2025,5,2,5,22
453,41,1,2025,0,0,7,22
454,41,2,2025,2,1,2,22
455,41,3,2025,1,0,5,22
456,41,4,2025,2,1,2,22
457,41,5,2025,0,0,3,22
458,41,6,2025,2,1,5,22
459,41,7,2025,2,1,1,22
460,41,8,2025,0,1,2,22
461,41,9,2025,0,0,2,22
462,41,10,2025,1,0,3,22
463,41,11,2025,1,1,5,22
464,41,12,2025,3,0,1,22
465,42,1,2025,0,0,2,22
466,42,2,2025,1,0,1,22
467,42,3,2025,5,2,1,22
468,42,4,2025,2,0,1,22
469,42,5,2025,0,0,2,22
470,42,6,2025,2,0,3,22
471,42,7,2025,1,2,2,22
472,42,8,2025,5,1,4,22
473,42,9,2025,1,0,2,22
474,42,10,2025,1,2,3,22
475,42,11,2025,3,0,3,22
476,42,12,2025,0,3,2,22
477,43,1,2025,4,1,4,22
478,43,2,2025,2,3,6,22
479,43,3,2025,2,2,4,22
480,43,4,2025,2,0,0,22
481,43,5,2025,4,0,2,22
482,43,6,2025,3,1,1,22
483,43,7,2025,0,2,3,22
484,43,8,2025,1,2,3,22
485,43,9,2025,4,4,4,22
486,43,10,2025,1,5,3,22
487,43,11,2025,1,3,5,22
488,43,12,2025,5,2,5,22
489,44,1,2025,2,0,4,22
490,44,2,2025,0,0,5,22
491,44,3,2025,0,3,4,22
492,44,4,2025,2,1,5,22
493,44,5,2025,4,0,5,22
494,44,6,2025,1,2,3,22
495,44,7,2025,0,0,5,22
496,44,8,2025,0,1,3,22
497,44,9,2025,1,2,5,22
498,44,10,2025,1,0,5,22
499,44,11,2025,2,2,5,22
500,44,12,2025,2,0,6,22
501,45,1,2025,0,0,3,22
502,45,2,2025,4,0,1,22
503,45,3,2025,0,2,4,22
504,45,4,2025,2,2,0,22
505,45,5,2025,3,0,3,22
506,45,6,2025,0,0,6,22
507,45,7,2025,1,0,3,22
508,45,8,2025,1,2,1,22
509,45,9,2025,1,2,1,22
510,45,10,2025,4,2,3,22
511,45,11,2025,2,1,5,22
512,45,12,2025,2,0,2,22
513,46,1,2025,2,1,5,22
514,46,2,2025,2,3,2,22
515,46,3,2025,2,1,2,22
516,46,4,2025,1,1,2,22
517,46,5,2025,1,1,3,22
518,46,6,2025,2,1,4,22
519,46,7,2025,1,5,0,22
520,46,8,2025,1,4,6,22
521,46,9,2025,2,0,3,22
522,46,10,2025,4,2,5,22
523,46,11,2025,1,1,1,22
524,46,12,2025,0,0,6,22
525,47,1,2025,1,1,1,22
526,47,2,2025,2,1,6,22
527,47,3,2025,0,1,5,22
528,47,4,2025,1,0,4,22
529,47,5,2025,3,3,3,22
530,47,6,2025,1,1,4,22
531,47,7,2025,0,0,5,22
532,47,8,2025,0,1,4,22
533,47,9,2025,2,1,3,22
534,47,10,2025,0,0,1,22
535,47,11,2025,0,0,2,22
536,47,12,2025,5,0,3,22
537,48,1,2025,3,0,4,22
538,48,2,2025,3,2,3,22
539,48,3,2025,1,1,4,22
540,48,4,2025,1,3,0,22
541,48,5,2025,1,2,7,22
542,48,6,2025,1,0,4,22
543,48,7,2025,0,5,2,22
544,48,8,2025,2,0,7,22
545,48,9,2025,1,0,4,22
546,48,10,2025,2,0,3,22
547,48,12,2025,1,3,2,22
548,49,1,2025,2,2,4,22
549,49,2,2025,0,2,1,22
550,49,3,2025,3,0,4,22
551,49,4,2025,4,3,8,22
552,49,5,2025,1,1,3,22
553,49,6,2025,1,0,0,22
554,49,7,2025,1,0,1,22
555,49,8,2025,3,1,0,22
556,49,9,2025,2,1,0,22
557,49,10,2025,3,2,2,22
558,49,11,2025,0,4,2,22
559,49,12,2025,0,1,3,22
560,50,1,2025,1,2,2,22
561,50,2,2025,0,2,2,22
562,50,3,2025,2,1,4,22
563,50,4,2025,1,2,3,22
564,50,5,2025,4,0,4,22
565,50,6,2025,4,2,2,22
566,50,7,2025,3,4,2,22
567,50,8,2025,2,6,4,22
568,50,9,2025,3,6,1,22
569,50,10,2025,1,1,6,22
570,50,11,2025,3,2,4,22
571,50,12,2025,4,1,2,22
572,51,1,2025,0,2,8,22
573,51,2,2025,2,2,2,22
574,51,3,2025,1,2,2,22
575,51,4,2025,2,0,6,22
576,51,5,2025,0,2,2,22
577,51,6,2025,0,1,2,22
578,51,7,2025,1,0,3,22
579,51,8,2025,0,3,3,22
580,51,9,2025,3,2,8,22
581,51,10,2025,2,3,2,22
582,51,11,2025,4,1,5,22
583,51,12,2025,1,0,5,22
584,52,1,2025,0,3,1,22
585,52,2,2025,0,0,1,22
586,52,3,2025,1,1,2,22
587,52,4,2025,0,2,3,22
588,52,5,2025,2,2,5,22
589,52,6,2025,1,0,3,22
590,52,7,2025,1,0,4,22
591,52,8,2025,1,1,6,22
592,52,9,2025,1,1,1,22
593,52,10,2025,2,1,1,22
594,52,11,2025,2,1,3,22
595,52,12,2025,0,0,2,22
596,53,1,2025,1,0,4,22
597,53,2,2025,6,1,2,22
598,53,3,2025,0,0,2,22
599,53,4,2025,1,1,5,22
600,53,5,2025,0,1,6,22
601,53,6,2025,1,1,2,22
602,53,7,2025,0,1,5,22
603,53,8,2025,0,0,0,22
604,53,9,2025,1,2,4,22
605,53,10,2025,3,0,4,22
606,53,11,2025,1,2,2,22
607,53,12,2025,1,0,3,22
608,54,1,2025,1,1,2,22
609,54,2,2025,1,1,0,22
610,54,3,2025,2,1,4,22
611,54,4,2025,1,1,3,22
612,54,5,2025,4,2,2,22
613,54,6,2025,3,1,3,22
614,54,7,2025,2,1,2,22
615,54,8,2025,0,1,3,22
616,54,9,2025,1,1,2,22
617,54,10,2025,1,1,6,22
618,54,11,2025,2,0,3,22
619,54,12,2025,4,2,5,22
620,55,1,2025,2,1,3,22
621,55,2,2025,1,0,4,22
622,55,3,2025,1,1,2,22
623,55,4,2025,3,2,0,22
624,55,5,2025,2,1,4,22
625,55,6,2025,1,0,0,22
626,55,7,2025,1,6,1,22
627,55,8,2025,2,1,2,22
628,55,9,2025,1,1,2,22
629,55,10,2025,0,1,5,22
630,55,11,2025,6,0,2,22
631,55,12,2025,0,0,0,22
632,56,1,2025,2,0,2,22
633,56,2,2025,2,0,3,22
634,56,3,2025,1,0,2,22
635,56,4,2025,1,0,3,22
636,56,5,2025,0,2,1,22
637,56,6,2025,0,1,1,22
638,56,7,2025,1,0,0,22
639,56,8,2025,2,0,1,22
640,56,9,2025,2,2,3,22
641,56,10,2025,2,0,5,22
642,56,11,2025,0,0,3,22
643,56,12,2025,1,2,1,22
644,57,2,2025,1,3,2,22
645,57,3,2025,2,3,1,22
646,57,4,2025,3,1,4,22
647,57,5,2025,4,1,5,22
648,57,6,2025,2,3,4,22
649,57,8,2025,2,1,4,22
650,57,9,2025,3,0,8,22
651,57,10,2025,3,1,4,22
652,57,11,2025,3,4,2,22
653,57,12,2025,3,6,2,22
654,58,1,2025,2,1,3,22
655,58,2,2025,4,2,5,22
656,58,3,2025,2,2,3,22
657,58,4,2025,2,0,2,22
658,58,5,2025,0,2,4,22
659,58,6,2025,0,4,1,22
660,58,7,2025,0,2,2,22
661,58,8,2025,3,2,2,22
662,58,9,2025,0,0,2,22
663,58,10,2025,0,2,3,22
664,58,11,2025,1,0,4,22
665,58,12,2025,0,1,3,22
666,59,1,2025,3,0,4,22
667,59,2,2025,0,1,4,22
668,59,3,2025,2,2,4,22
669,59,4,2025,2,1,4,22
670,59,5,2025,1,0,5,22
671,59,6,2025,0,0,3,22
672,59,7,2025,3,0,6,22
673,59,8,2025,2,3,5,22
674,59,9,2025,0,2,2,22
675,59,10,2025,2,1,5,22
676,59,11,2025,0,0,0,22
677,59,12,2025,3,0,3,22
678,60,1,2025,2,0,1,22
679,60,2,2025,2,1,2,22
680,60,3,2025,0,0,2,22
681,60,4,2025,8,1,5,22
682,60,5,2025,3,3,3,22
683,60,6,2025,3,1,5,22
684,60,7,2025,3,1,3,22
685,60,8,2025,4,3,4,22
686,60,9,2025,6,0,5,22
687,60,10,2025,3,2,2,22
688,60,11,2025,1,2,1,22
689,60,12,2025,2,1,6,22
690,61,1,2025,2,0,0,22
691,61,2,2025,1,2,2,22
692,61,3,2025,4,2,4,22
693,61,4,2025,3,3,4,22
694,61,5,2025,1,4,4,22
695,61,6,2025,2,0,1,22
696,61,7,2025,0,0,3,22
697,61,8,2025,3,1,1,22
698,61,9,2025,0,1,1,22
699,61,10,2025,0,2,1,22
700,61,11,2025,3,1,4,22
701,61,12,2025,1,0,1,22
702,62,1,2025,1,0,3,22
703,62,2,2025,1,1,2,22
704,62,3,2025,5,2,2,22
705,62,4,2025,1,1,5,22
706,62,5,2025,2,0,6,22
707,62,6,2025,2,0,8,22
708,62,7,2025,1,0,5,22
709,62,8,2025,0,0,2,22
710,62,9,2025,3,0,3,22
711,62,10,2025,4,1,3,22
712,62,11,2025,1,1,4,22
713,62,12,2025,1,1,0,22
714,63,1,2025,1,0,3,22
715,63,3,2025,1,0,1,22
716,63,4,2025,2,0,2,22
717,63,5,2025,1,1,8,22
718,63,6,2025,1,3,4,22
719,63,8,2025,2,0,4,22
720,63,9,2025,0,0,4,22
721,63,12,2025,1,2,1,22
722,64,1,2025,1,1,3,22
723,64,2,2025,0,0,5,22
724,64,3,2025,5,0,3,22
725,64,4,2025,0,1,0,22
726,64,5,2025,1,0,3,22
727,64,6,2025,2,1,1,22
728,64,7,2025,1,2,3,22
729,64,8,2025,1,0,2,22
730,64,9,2025,2,1,3,22
731,64,10,2025,1,1,1,22
732,64,11,2025,1,0,4,22
733,64,12,2025,1,1,6,22
734,65,1,2025,6,4,0,22
735,65,2,2025,0,1,2,22
736,65,4,2025,2,1,5,22
737,65,6,2025,2,2,4,22
738,65,7,2025,1,2,1,22
739,65,8,2025,4,3,4,22
740,65,10,2025,1,2,1,22
741,65,12,2025,0,0,6,22
742,66,1,2025,2,1,2,22
743,66,2,2025,1,0,4,22
744,66,3,2025,3,1,0,22
745,66,4,2025,2,0,3,22
746,66,5,2025,3,0,3,22
747,66,6,2025,1,0,7,22
748,66,7,2025,0,0,2,22
749,66,8,2025,1,1,2,22
750,66,9,2025,2,1,6,22
751,66,10,2025,2,0,3,22
752,66,11,2025,2,0,2,22
753,66,12,2025,3,0,3,22
754,67,1,2025,1,3,1,22
755,67,2,2025,1,2,4,22
756,67,3,2025,2,1,7,22
757,67,4,2025,1,1,1,22
758,67,5,2025,2,3,2,22
759,67,6,2025,2,0,7,22
760,67,7,2025,1,1,4,22
761,67,8,2025,2,0,5,22
762,67,9,2025,2,0,7,22
763,67,10,2025,3,1,3,22
764,67,11,2025,2,0,3,22
765,67,12,2025,3,4,7,22
766,68,2,2025,1,1,3,22
767,68,3,2025,3,0,4,22
768,68,4,2025,0,1,2,22
769,68,5,2025,3,2,2,22
770,68,6,2025,1,2,1,22
771,68,7,2025,0,4,0,22
772,68,8,2025,4,1,2,22
773,68,12,2025,1,1,2,22
774,69,1,2025,0,0,4,22
775,69,2,2025,5,1,5,22
776,69,3,2025,1,0,4,22
777,69,4,2025,1,1,4,22
778,69,5,2025,0,0,1,22
779,69,6,2025,1,0,7,22
780,69,7,2025,1,0,0,22
781,69,8,2025,0,1,2,22
782,69,9,2025,2,0,2,22
783,69,10,2025,1,0,5,22
784,69,11,2025,0,1,1,22
785,69,12,2025,0,5,4,22
786,70,1,2025,2,2,5,22
787,70,7,2025,5,0,4,22
788,70,9,2025,1,1,1,22
789,70,10,2025,1,1,2,22
790,70,11,2025,1,0,2,22
791,71,1,2025,1,2,6,22
792,71,2,2025,2,0,2,22
793,71,3,2025,3,1,3,22
794,71,4,2025,2,1,5,22
795,71,5,2025,0,1,4,22
796,71,6,2025,3,0,5,22
797,71,7,2025,0,0,3,22
798,71,8,2025,1,0,2,22
799,71,9,2025,0,3,4,22
800,71,10,2025,3,3,5,22
801,71,11,2025,3,0,8,22
802,71,12,2025,2,2,3,22
803,72,1,2025,0,0,7,22
804,72,2,2025,2,3,4,22
805,72,3,2025,2,1,3,22
806,72,4,2025,2,1,4,22
807,72,5,2025,1,0,5,22
808,72,6,2025,1,2,5,22
809,72,7,2025,1,2,5,22
810,72,8,2025,1,1,2,22
811,72,9,2025,3,0,4,22
812,72,10,2025,2,1,5,22
813,72,11,2025,1,2,3,22
814,72,12,2025,0,1,5,22
815,73,1,2025,2,0,3,22
816,73,2,2025,3,2,1,22
817,73,3,2025,1,0,2,22
818,73,4,2025,3,0,2,22
