ReviewID,EmployeeID,ReviewYear,PerformanceRating,GoalsMetPercent,ManagerFeedbackScore
318,113,2026,1,58,3
319,113,2025,2,89,4
320,113,2024,1,89,2
321,113,2023,1,81,1
322,114,2026,4,95,8
323,115,2026,5,97,9
324,116,2026,4,99,8
325,117,2026,5,98,8
326,118,2026,3,71,5
327,118,2025,2,71,3
328,119,2026,1,100,1
329,120,2026,3,93,6
330,120,2025,5,98,9
331,121,2026,2,62,3
332,122,2026,5,100,10
333,123,2026,3,78,4
334,123,2025,2,100,3
335,123,2024,2,82,3
336,124,2026,4,100,7
337,125,2026,5,87,7
338,126,2026,3,87,5
339,127,2026,1,43,2
340,127,2025,2,67,5
341,128,2026,4,81,6
342,129,2026,3,91,5
343,129,2025,3,100,5
344,129,2024,4,90,8
345,129,2023,2,69,4
346,130,2026,3,83,5
347,131,2026,2,88,6
348,132,2026,2,56,2
349,132,2025,2,70,6
350,133,2026,3,83,3
351,134,2026,3,91,9
352,134,2025,2,65,2
353,134,2024,3,91,3
354,134,2023,3,73,6
355,135,2026,5,99,10
356,135,2025,4,76,9
357,136,2026,3,90,6
358,136,2025,2,65,5
359,136,2024,3,78,6
360,136,2023,1,88,2
361,137,2026,3,78,7
362,137,2025,4,91,9
363,137,2024,3,73,6
364,137,2023,3,93,8
365,137,2022,2,44,1
366,138,2026,1,68,1
367,139,2026,4,98,6
368,139,2025,5,94,9
369,139,2024,5,89,9
370,139,2023,5,90,10
371,140,2026,3,94,7
372,140,2025,3,100,5
373,141,2026,3,90,7
374,141,2025,3,71,5
375,141,2024,3,95,5
376,141,2023,2,80,3
377,141,2022,1,99,2
378,142,2026,2,58,4
379,143,2026,2,90,4
380,143,2025,2,100,1
381,143,2024,3,93,8
382,143,2023,2,96,3
383,143,2022,3,78,4
384,144,2026,3,84,5
385,144,2025,3,84,7
386,145,2026,3,78,7
387,145,2025,5,83,8
388,145,2024,4,61,7
389,145,2023,4,85,7
390,145,2022,5,100,8
391,146,2026,2,92,4
392,146,2025,4,75,7
393,146,2024,3,87,4
394,146,2023,3,82,6
395,146,2022,4,94,8
396,147,2026,5,100,10
397,148,2026,3,88,6
398,149,2026,3,77,6
399,149,2025,2,68,2
400,149,2024,3,100,5
401,149,2023,4,95,7
402,149,2022,3,95,6
403,150,2026,3,81,8
404,150,2025,4,91,7
405,151,2026,3,98,7
406,152,2026,3,82,6
407,152,2025,2,71,5
408,152,2024,4,79,7
409,152,2023,3,83,8
410,152,2022,4,73,9
411,153,2026,4,77,6
412,154,2026,2,77,3
413,155,2026,5,100,10
414,156,2026,3,85,4
415,156,2025,3,86,5
416,156,2024,3,87,5
417,156,2023,4,80,7
418,156,2022,4,100,8
419,157,2026,3,83,6
420,158,2026,3,95,5
421,158,2025,3,79,5
422,158,2024,4,85,8
423,158,2023,5,99,10
424,159,2026,4,95,7
425,159,2025,3,83,7
426,159,2024,3,95,5
427,160,2026,4,77,8
428,160,2025,4,90,6
429,160,2024,4,100,7
430,160,2023,4,76,7
431,160,2022,3,100,5
432,161,2026,4,100,7
433,161,2025,2,69,2
434,161,2024,4,94,7
435,161,2023,2,77,4
436,161,2022,3,90,7
437,162,2026,3,76,7
438,162,2025,3,81,8
439,162,2024,3,84,6
440,162,2023,3,76,5
441,162,2022,3,77,5
442,163,2026,3,90,5
443,163,2025,5,100,9
444,163,2024,3,80,5
445,163,2023,3,100,7
446,163,2022,4,77,5
447,164,2026,5,93,8
448,164,2025,4,94,7
449,164,2024,4,100,6
450,164,2023,4,90,7
451,164,2022,4,100,8
452,165,2026,2,88,4
453,166,2026,4,89,8
454,167,2026,5,84,10
455,168,2026,4,91,8
456,168,2025,4,88,8
457,168,2024,3,74,6
458,168,2023,5,82,9
459,168,2022,3,75,5
460,169,2026,4,100,8
461,169,2025,3,64,6
462,169,2024,3,75,8
463,169,2023,3,80,6
464,170,2026,4,94,7
465,170,2025,4,65,7
466,171,2026,3,94,6
467,171,2025,3,76,6
468,171,2024,2,84,4
469,171,2023,1,75,1
470,171,2022,1,81,1
471,172,2026,4,100,8
472,173,2026,2,61,2
473,173,2025,1,63,1
474,174,2026,2,86,5
475,175,2026,2,79,3
476,176,2026,2,57,2
477,177,2026,3,92,5
478,178,2026,4,80,7
479,179,2026,5,100,10
480,179,2025,3,82,6
481,179,2024,5,95,10
482,179,2023,3,70,6
483,180,2026,4,90,7
484,181,2026,4,81,8
485,182,2026,1,89,1
486,182,2025,1,69,1
487,182,2024,1,76,1
488,183,2026,3,77,5
489,184,2026,3,92,5
490,184,2025,4,71,6
491,184,2024,4,100,7
492,184,2023,3,74,4
493,184,2022,3,84,6
494,185,2026,3,89,5
495,185,2025,3,89,5
496,185,2024,3,83,6
497,185,2023,4,100,7
498,186,2026,4,93,6
499,187,2026,4,86,6
500,187,2025,5,100,9
501,187,2024,3,75,6
502,187,2023,4,83,7
503,187,2022,3,70,6
504,188,2026,3,95,7
505,188,2025,3,93,4
506,188,2024,3,88,4
507,188,2023,3,81,5
508,188,2022,4,82,8
509,189,2026,2,70,5
510,189,2025,2,70,3
511,190,2026,3,87,5
512,190,2025,1,99,1
513,190,2024,1,80,3
514,190,2023,1,89,1
515,190,2022,2,73,3
516,191,2026,5,76,10
517,191,2025,5,97,10
518,191,2024,5,89,10
519,191,2023,5,70,10
520,191,2022,5,100,8
521,192,2026,1,95,1
522,193,2026,5,100,10
523,193,2025,3,77,5
524,193,2024,4,91,8
525,193,2023,5,100,10
526,193,2022,4,89,7
527,194,2026,5,95,9
528,195,2026,3,74,5
529,195,2025,4,81,5
530,195,2024,3,90,6
531,195,2023,3,95,6
532,195,2022,2,92,2
533,196,2026,3,67,4
534,196,2025,4,65,8
535,196,2024,3,89,5
536,197,2026,4,98,7
537,198,2026,2,97,5
538,198,2025,3,81,6
539,199,2026,4,86,8
540,200,2026,5,100,10
541,200,2025,5,75,10
542,200,2024,3,100,6
543,200,2023,3,70,6
544,200,2022,4,100,7
545,201,2026,4,100,8
546,201,2025,4,95,8
547,201,2024,4,85,7
548,201,2023,4,81,9
549,201,2022,4,92,9
550,202,2026,5,94,9
551,202,2025,4,62,7
552,202,2024,3,84,6
553,202,2023,4,80,6
554,202,2022,3,73,4
555,203,2026,3,86,6
556,204,2026,3,95,4
557,205,2026,4,76,9
558,205,2025,4,100,6
559,205,2024,5,100,9
560,205,2023,5,100,9
561,206,2026,5,75,9
562,206,2025,3,89,6
563,206,2024,3,88,4
564,206,2023,4,100,10
565,206,2022,3,73,5
566,207,2026,2,90,3
567,207,2025,3,91,5
568,207,2024,2,100,5
569,207,2023,3,80,5
570,207,2022,2,70,4
571,208,2026,4,71,8
572,209,2026,3,100,4
573,210,2026,3,74,5
574,210,2025,3,71,6
575,211,2026,4,74,8
576,211,2025,3,66,7
577,211,2024,3,85,5
578,211,2023,2,73,3
579,211,2022,2,80,4
580,212,2026,5,94,10
581,213,2026,5,100,10
582,213,2025,5,100,10
583,213,2024,5,100,10
584,213,2023,5,100,9
585,213,2022,5,82,10
586,214,2026,4,80,6
587,214,2025,4,100,7
588,214,2024,3,90,5
589,214,2023,5,80,10
590,215,2026,5,78,10
591,215,2025,5,99,8
592,215,2024,4,79,6
593,215,2023,4,91,7
594,215,2022,3,63,5
595,216,2026,2,93,3
596,216,2025,4,91,6
597,216,2024,3,86,7
598,217,2026,2,90,4
599,217,2025,3,85,5
600,217,2024,2,91,1
601,217,2023,3,90,6
602,218,2026,5,94,9
603,219,2026,4,89,10
604,220,2026,4,79,8
605,220,2025,4,96,8
606,221,2026,3,89,6
607,221,2025,2,81,4
608,221,2024,2,71,2
609,221,2023,4,94,8
610,221,2022,3,100,5
611,222,2026,5,100,10
612,223,2026,4,83,7
613,223,2025,4,77,6
614,223,2024,3,89,7
615,223,2023,2,84,3
616,224,2026,4,82,7
617,225,2026,4,95,8
618,226,2026,1,70,1
619,227,2026,3,72,6
620,227,2025,3,83,4
621,227,2024,4,97,7
622,227,2023,3,97,7
623,227,2022,3,72,7
624,228,2026,4,81,8
625,228,2025,2,72,4
626,228,2024,3,79,6
627,228,2023,3,100,6
628,229,2026,4,78,9
629,229,2025,5,96,10
630,229,2024,5,100,9
631,229,2023,3,95,6
632,230,2026,3,92,6
633,231,2026,4,85,7
634,232,2026,2,65,5
635,233,2026,3,85,6
636,233,2025,2,73,1
637,233,2024,2,69,4
638,233,2023,3,84,4
639,234,2026,3,93,5
640,235,2026,2,96,4
641,236,2026,3,79,5
642,236,2025,5,85,10
643,236,2024,4,89,8
644,237,2026,5,95,8
645,237,2025,4,81,9
646,237,2024,4,92,7
647,238,2026,5,83,8
648,239,2026,4,93,7
649,240,2026,4,100,9
650,241,2026,4,81,9
651,242,2026,3,76,6
652,243,2026,2,90,3
653,244,2026,2,86,2
654,244,2025,3,96,5
655,244,2024,4,95,7
656,244,2023,3,86,5
657,245,2026,4,82,7
658,245,2025,4,80,6
659,245,2024,3,100,5
660,245,2023,4,97,7
661,245,2022,4,91,7
662,246,2026,3,69,7
663,246,2025,3,46,7
664,246,2024,2,61,4
665,246,2023,2,67,4
666,247,2026,2,79,2
667,247,2025,2,88,5
668,247,2024,4,86,7
669,247,2023,4,80,7
670,247,2022,3,70,5
671,248,2026,3,83,6
672,249,2026,4,100,7
673,249,2025,3,86,4
674,249,2024,3,79,4
675,249,2023,4,87,8
676,250,2026,4,73,8
677,251,2026,1,81,3
678,251,2025,2,79,2
679,251,2024,2,94,4
680,251,2023,1,90,1
681,251,2022,3,58,5
682,252,2026,5,89,7
683,252,2025,5,100,10
684,253,2026,2,87,5
685,254,2026,4,82,9
686,254,2025,3,73,4
687,254,2024,5,94,9
688,254,2023,4,66,5
689,254,2022,5,83,10
690,255,2026,5,100,10
691,255,2025,5,87,10
692,255,2024,4,92,9
693,255,2023,5,91,10
694,255,2022,5,64,10
695,256,2026,3,68,6
696,256,2025,3,90,6
697,256,2024,3,97,7
698,256,2023,3,100,6
699,256,2022,2,64,3
700,257,2026,3,89,5
701,258,2026,3,100,7
702,258,2025,3,92,7
703,258,2024,4,82,7
704,258,2023,3,76,7
705,258,2022,2,87,3
706,259,2026,3,80,4
707,260,2026,4,92,8
708,260,2025,2,54,4
709,261,2026,5,93,9
710,261,2025,5,98,10
711,261,2024,4,88,9
712,261,2023,5,94,10
713,261,2022,4,88,7
714,262,2026,5,100,8
715,263,2026,3,78,6
716,263,2025,2,63,4
717,263,2024,3,100,4
718,263,2023,4,100,7
719,263,2022,3,79,6
720,264,2026,1,65,1
721,264,2025,2,96,3
722,264,2024,1,70,3
723,264,2023,1,66,2
724,264,2022,1,73,2
725,265,2026,5,79,9
726,265,2025,5,92,10
727,265,2024,3,91,5
728,265,2023,5,100,10
729,265,2022,5,100,10
730,266,2026,4,73,8
731,266,2025,4,86,7
732,266,2024,4,82,9
733,266,2023,4,94,9
734,267,2026,2,69,3
735,268,2026,5,95,10
736,269,2026,4,82,9
737,270,2026,5,100,10
738,270,2025,5,83,8
739,270,2024,5,85,10
740,270,2023,4,95,7
741,270,2022,4,70,9
742,271,2026,3,89,8
743,271,2025,3,82,5
744,271,2024,4,78,7
745,272,2026,3,81,4
746,273,2026,3,69,6
747,273,2025,2,79,5
748,273,2024,4,100,8
749,273,2023,3,98,5
750,273,2022,3,84,5
751,274,2026,3,85,6
752,275,2026,2,53,4
753,276,2026,4,78,6
754,276,2025,3,88,3
755,276,2024,4,100,7
756,276,2023,5,98,9
757,276,2022,3,100,6
758,277,2026,4,100,8
759,278,2026,5,100,9
760,279,2026,3,84,7
761,279,2025,3,88,5
762,279,2024,4,91,10
763,279,2023,3,82,5
764,280,2026,5,96,9
765,280,2025,4,100,9
766,281,2026,3,60,5
767,281,2025,3,75,6
768,281,2024,2,78,3
769,281,2023,2,73,3
770,282,2026,5,100,10
771,283,2026,1,51,2
772,283,2025,1,65,1
773,284,2026,3,71,6
774,284,2025,3,89,6
775,284,2024,3,80,7
776,284,2023,3,70,5
777,284,2022,2,94,3
778,285,2026,4,84,8
779,285,2025,4,100,8
780,285,2024,3,100,4
781,285,2023,5,100,10
782,285,2022,3,93,5
783,286,2026,4,100,5
784,286,2025,4,73,6
785,287,2026,2,67,2
786,287,2025,3,97,7
787,287,2024,3,67,7
788,287,2023,3,89,5
789,287,2022,3,93,5
790,288,2026,4,95,8
791,289,2026,4,81,6
792,290,2026,2,78,1
793,291,2026,3,64,4
794,292,2026,4,100,7
795,292,2025,5,90,8
796,293,2026,3,85,5
797,294,2026,2,69,5
798,295,2026,4,79,5
799,295,2025,2,95,4
800,295,2024,3,88,6
801,295,2023,4,94,7
802,296,2026,3,84,6
803,296,2025,4,98,6
804,297,2026,4,95,8
805,298,2026,4,88,7
806,298,2025,4,87,7
807,298,2024,4,89,6
808,299,2026,3,95,7
809,300,2026,3,82,6
810,301,2026,4,99,7
811,301,2025,5,94,8
812,301,2024,5,100,10
813,301,2023,5,78,10
814,301,2022,5,75,9
815,302,2026,5,91,10
816,302,2025,5,84,10
817,303,2026,2,79,4
818,303,2025,4,91,10
819,304,2026,3,69,6
820,304,2025,1,76,1
821,304,2024,2,100,3
822,304,2023,2,69,5
823,305,2026,2,88,2
824,305,2025,3,67,6
825,305,2024,2,80,4
826,306,2026,5,63,10
827,306,2025,4,75,7
828,306,2024,5,76,10
829,306,2023,5,89,10
830,307,2026,5,100,7
831,307,2025,5,96,10
832,308,2026,3,68,5
833,309,2026,3,100,5
834,310,2026,4,100,8
835,310,2025,5,67,10
836,310,2024,4,77,8
837,310,2023,5,86,10
838,311,2026,3,91,5
839,312,2026,4,81,7
840,313,2026,4,82,6
841,314,2026,3,83,5
842,315,2026,3,73,6
843,316,2026,4,90,8
844,316,2025,5,100,8
845,316,2024,4,91,9
846,316,2023,4,96,7
847,316,2022,4,87,9
848,317,2026,4,78,7
849,317,2025,4,98,9
850,318,2026,2,67,3
851,318,2025,3,82,6
852,318,2024,2,83,2
853,318,2023,3,100,7
854,318,2022,2,81,5
855,319,2026,4,77,8
856,319,2025,4,87,8
857,319,2024,4,79,8
858,320,2026,4,98,8
859,320,2025,3,81,6
860,320,2024,2,68,3
861,320,2023,3,100,4
862,320,2022,3,95,3
863,321,2026,5,96,10
864,322,2026,2,77,4
865,322,2025,3,73,3
866,323,2026,3,83,6
867,324,2026,3,97,5
868,324,2025,3,99,6
869,324,2024,2,91,5
870,324,2023,3,87,5
871,324,2022,3,94,3
872,325,2026,4,81,8
873,325,2025,4,76,6
874,325,2024,2,79,3
875,325,2023,2,77,4
876,325,2022,4,98,9
877,326,2026,2,84,5
878,327,2026,4,91,5
879,328,2026,4,100,5
880,329,2026,2,69,3
881,329,2025,3,82,7
882,329,2024,3,87,5
883,329,2023,3,77,6
884,329,2022,3,89,6
885,330,2026,3,73,7
886,330,2025,3,86,6
887,330,2024,4,89,7
888,331,2026,4,78,6
889,332,2026,4,100,9
890,332,2025,5,100,8
891,332,2024,3,77,5
892,332,2023,4,85,6
893,333,2026,4,91,9
894,333,2025,3,78,6
895,333,2024,2,100,4
896,333,2023,3,75,7
897,334,2026,5,82,10
898,335,2026,4,100,9
899,335,2025,2,91,3
900,336,2026,4,88,8
901,336,2025,4,87,7
902,337,2026,4,100,8
903,337,2025,3,95,4
904,338,2026,4,85,8
905,339,2026,4,96,8
906,340,2026,4,83,8
907,341,2026,4,81,9
908,342,2026,4,100,7
909,342,2025,3,86,6
910,342,2024,5,100,8
911,342,2023,3,77,8
912,342,2022,4,100,8
913,343,2026,4,79,7
914,343,2025,5,90,8
915,343,2024,4,100,8
916,343,2023,4,95,6
917,344,2026,3,81,4
918,345,2026,3,97,4
919,346,2026,3,100,5
920,347,2026,2,80,4
921,347,2025,3,61,4
922,347,2024,3,66,6
923,348,2026,3,73,7
924,349,2026,3,81,6
925,349,2025,1,72,1
926,350,2026,3,95,5
927,351,2026,3,100,4
928,351,2025,3,73,7
929,351,2024,3,90,5
930,351,2023,4,89,10
931,351,2022,3,100,6
932,352,2026,4,95,8
933,352,2025,3,100,5
934,352,2024,5,76,10
935,352,2023,5,100,10
936,352,2022,5,100,9
937,353,2026,2,87,3
938,354,2026,4,97,8
939,354,2025,3,78,3
940,354,2024,4,100,7
941,355,2026,3,59,5
942,356,2026,5,80,9
943,356,2025,5,94,10
944,356,2024,4,96,9
945,357,2026,3,100,6
946,357,2025,3,81,4
947,357,2024,2,63,5
948,358,2026,3,100,6
949,358,2025,3,80,5
950,358,2024,3,88,6
951,358,2023,4,80,7
952,358,2022,2,73,3
953,359,2026,2,80,5
954,359,2025,3,100,7
955,359,2024,3,84,4
956,360,2026,4,100,5
957,361,2026,2,75,3
958,361,2025,3,80,6
959,361,2024,3,78,7
960,361,2023,1,72,1
961,361,2022,2,82,3
962,362,2026,3,86,5
963,362,2025,4,95,8
964,362,2024,3,77,6
965,362,2023,3,100,5
966,362,2022,4,100,8
967,363,2026,3,74,6
968,363,2025,4,93,10
969,363,2024,3,77,5
970,363,2023,3,61,4
971,363,2022,3,87,4
972,364,2026,2,87,4
973,364,2025,3,88,4
974,364,2024,3,83,4
975,364,2023,4,72,7
976,364,2022,3,79,2
977,365,2026,3,83,7
978,366,2026,5,92,9
979,366,2025,4,83,7
980,366,2024,4,77,8
981,367,2026,4,92,8
982,367,2025,5,87,10
983,367,2024,5,91,9
984,367,2023,3,82,7
985,368,2026,5,87,10
986,368,2025,4,90,8
987,368,2024,4,100,6
988,368,2023,5,95,10
989,368,2022,5,91,9
990,369,2026,3,77,4
991,369,2025,3,74,7
992,369,2024,4,92,7
993,369,2023,4,80,6
994,369,2022,3,82,5
995,370,2026,3,91,5
996,371,2026,4,100,10
997,371,2025,3,88,6
998,371,2024,5,87,10
999,371,2023,3,75,5
1000,371,2022,5,94,10
1001,372,2026,3,79,5
1002,372,2025,2,72,3
1003,372,2024,3,95,6
1004,373,2026,3,78,4
1005,374,2026,3,84,6
1006,375,2026,4,91,7
1007,375,2025,4,100,7
1008,375,2024,4,84,7
1009,375,2023,3,66,6
1010,375,2022,4,99,7
1011,376,2026,3,55,6
1012,376,2025,3,85,5
1013,376,2024,3,89,6
1014,376,2023,2,88,2
1015,377,2026,3,70,4
1016,378,2026,3,89,5
1017,378,2025,3,77,5
1018,378,2024,3,72,5
1019,378,2023,4,89,6
1020,379,2026,4,81,7
1021,379,2025,5,100,9
1022,380,2026,3,92,5
1023,381,2026,5,96,10
1024,381,2025,4,96,8
1025,381,2024,4,100,7
1026,381,2023,5,82,9
1027,381,2022,5,87,9
1028,382,2026,2,91,3
1029,382,2025,2,77,5
1030,382,2024,1,71,1
1031,383,2026,3,100,3
1032,384,2026,3,69,4
1033,385,2026,4,100,8
1034,386,2026,4,97,8
1035,386,2025,4,87,8
1036,386,2024,4,71,6
1037,386,2023,4,84,7
1038,386,2022,5,93,10
1039,387,2026,4,88,9
1040,387,2025,4,83,8
1041,387,2024,5,86,9
1042,387,2023,5,89,10
1043,387,2022,5,64,8
1044,388,2026,3,81,6
1045,388,2025,4,100,7
1046,388,2024,3,100,5
1047,389,2026,4,74,7
1048,389,2025,4,90,8
1049,390,2026,1,62,1
1050,390,2025,1,80,2
1051,390,2024,2,100,5
1052,390,2023,1,73,2
1053,391,2026,3,77,5
1054,392,2026,5,91,9
1055,392,2025,3,93,7
1056,392,2024,4,95,7
1057,393,2026,4,78,7
1058,393,2025,4,94,7
1059,394,2026,4,97,9
1060,394,2025,3,69,6
1061,394,2024,2,71,3
1062,394,2023,2,84,4
1063,394,2022,3,78,5
1064,395,2026,3,93,4
