EmployeeID,Department,JobRole,MonthlyIncome,AttritionRiskScore,RiskCategory
1405,Marketing,Marketing Manager,53110,0.5091214754517414,Medium
1322,Engineering,QA Engineer,93560,0.505822968975686,Medium
1010,Engineering,Engineering Manager,139058,0.5043895550814198,Medium
352,Sales,Sales Executive,48451,0.5040831035166136,Medium
1428,Operations,Operations Associate,37720,0.5018883390358096,Medium
201,Human Resources,HR Associate,35836,0.5017731348077317,Medium
357,Sales,Sales Executive,49288,0.501636628386198,Medium
649,Sales,Sales Executive,42303,0.5013743633129399,Medium
328,Sales,Sales Manager,59112,0.5011914180322321,Medium
824,Sales,Account Manager,65937,0.5010971432021102,Medium
1318,Sales,Sales Executive,48696,0.5005455726966604,Medium
438,Sales,Sales Executive,40726,0.5003881872941983,Medium
837,Customer Support,Support Team Lead,52261,0.4993620663636693,Medium
199,Sales,Account Manager,70634,0.4985067037293461,Medium
278,Customer Support,Support Team Lead,45458,0.4984896743505934,Medium
14,Human Resources,HR Associate,32953,0.49695604840445234,Medium
753,Marketing,Content Specialist,59299,0.49628885211688956,Medium
157,Sales,Sales Manager,59557,0.4953813910100903,Medium
410,Engineering,Senior Engineer,94289,0.49533458230348903,Medium
1419,Operations,Operations Manager,46307,0.4949169457358321,Medium
1216,Sales,Account Manager,76233,0.4942406312329444,Medium
1278,Finance,Accountant,74073,0.4936211804200975,Medium
299,Customer Support,Support Team Lead,44279,0.4924996526241385,Medium
623,Sales,Sales Manager,55875,0.4909948162359573,Medium
1213,Sales,Sales Manager,55974,0.4908689295324834,Medium
419,Operations,Logistics Coordinator,56367,0.4904667078867867,Medium
378,Engineering,Software Engineer,65141,0.4901948271058886,Medium
1202,Sales,Sales Manager,50413,0.4895288444516539,Medium
1283,Operations,Logistics Coordinator,68488,0.48908631974165484,Medium
297,Customer Support,Support Team Lead,43432,0.48883996535217117,Medium
447,Engineering,Engineering Manager,121278,0.4887198066810676,Medium
478,Operations,Operations Associate,35533,0.4862039735664945,Medium
252,Finance,Finance Manager,79232,0.4847580761876601,Medium
637,Sales,Account Manager,59736,0.4822075504329313,Medium
170,Human Resources,HR Manager,47738,0.481533502769724,Medium
981,Engineering,Software Engineer,49329,0.47951457585696233,Medium
1413,Operations,Operations Manager,48330,0.4788304649201157,Medium
1375,Human Resources,HR Manager,53118,0.4774893605415816,Medium
377,Sales,Sales Manager,51750,0.4773911878945313,Medium
563,Customer Support,Support Associate,29394,0.4770833985784583,Medium
1466,Sales,Sales Executive,38586,0.47697733927547337,Medium
393,Engineering,Software Engineer,71231,0.4763802442258583,Medium
711,Human Resources,HR Manager,44763,0.4747739754258277,Medium
1365,Customer Support,Support Associate,37757,0.4746254630429318,Medium
757,Operations,Operations Associate,39796,0.474484993179607,Medium
600,Sales,Sales Manager,54478,0.47435937692642244,Medium
944,Operations,Operations Associate,41783,0.4739932206086047,Medium
203,Engineering,Software Engineer,54325,0.4737588577620473,Medium
54,Customer Support,Support Associate,28344,0.47345359083136385,Medium
1369,Finance,Accountant,59423,0.47334643605809407,Medium
610,Marketing,Marketing Associate,38292,0.4731178444573155,Medium
158,Operations,Operations Associate,37510,0.47287692698833506,Medium
1195,Finance,Financial Analyst,41338,0.4711420720455658,Medium
206,Sales,Sales Manager,69340,0.47074330165856615,Medium
849,Marketing,Content Specialist,60467,0.4695333145305593,Medium
858,Finance,Financial Analyst,41853,0.46949340799642775,Medium
449,Finance,Financial Analyst,43991,0.46947406196203273,Medium
845,Engineering,Senior Engineer,92035,0.46905022368108235,Medium
1196,Customer Support,Support Team Lead,41510,0.468803642508828,Medium
677,Sales,Account Manager,66355,0.46732587629763456,Medium
242,Sales,Sales Manager,57374,0.4669723345485311,Medium
257,Finance,Accountant,64444,0.46624834412200433,Medium
1017,Sales,Sales Manager,55793,0.4660703544851558,Medium
1227,Engineering,Software Engineer,56083,0.4657270595527311,Medium
356,Customer Support,Support Team Lead,49823,0.4656708360988043,Medium
945,Marketing,Marketing Associate,40441,0.46501278591591527,Medium
1288,Customer Support,Support Team Lead,45942,0.4646853139793266,Medium
1240,Customer Support,Support Associate,35081,0.46414045265060955,Medium
1338,Operations,Operations Manager,57079,0.4640283281108024,Medium
55,Marketing,Marketing Manager,59255,0.4634814211983152,Medium
275,Operations,Operations Associate,37636,0.4634416639543669,Medium
911,Operations,Operations Manager,49145,0.46315004224961304,Medium
933,Operations,Operations Associate,34455,0.46302390361217477,Medium
1053,Customer Support,Support Team Lead,40246,0.4617764994782897,Medium
384,Sales,Sales Executive,36525,0.4615717984779053,Medium
1341,Customer Support,Support Team Lead,39661,0.4604476519985759,Medium
62,Engineering,QA Engineer,109873,0.45906983981494676,Medium
912,Finance,Finance Manager,84358,0.45842726917369103,Medium
29,Customer Support,Support Associate,38808,0.4582537202797841,Medium
522,Engineering,Engineering Manager,131754,0.4575769182751296,Medium
902,Operations,Operations Manager,46027,0.45745626205042084,Medium
1471,Operations,Operations Associate,41998,0.45706777249022584,Medium
950,Finance,Financial Analyst,49066,0.45695772089874453,Medium
1427,Customer Support,Support Team Lead,49354,0.4569381357903624,Medium
99,Sales,Sales Manager,68668,0.45641426580894895,Medium
1302,Marketing,Marketing Manager,52146,0.4563250063623054,Medium
266,Finance,Finance Manager,97034,0.456275148092234,Medium
543,Sales,Account Manager,68965,0.45625703612717244,Medium
45,Sales,Sales Manager,59136,0.45621120019055744,Medium
722,Sales,Sales Executive,46510,0.4558063578682493,Medium
1037,Human Resources,HR Manager,54916,0.455481356300031,Medium
13,Finance,Accountant,62913,0.45484829346282557,Medium
707,Customer Support,Support Team Lead,43484,0.4547990944154385,Medium
580,Finance,Accountant,58738,0.45382902820348514,Medium
267,Engineering,Senior Engineer,72183,0.45380128948165965,Medium
1096,Marketing,Marketing Associate,33860,0.45256350852231425,Medium
312,Engineering,QA Engineer,100682,0.4525550014850241,Medium
219,Human Resources,HR Associate,36983,0.45242706658042875,Medium
457,Engineering,Engineering Manager,152710,0.4524176455532173,Medium
806,Operations,Operations Manager,45287,0.451321137049008,Medium
1040,Marketing,Content Specialist,74310,0.4509808298911338,Medium
1086,Customer Support,Support Team Lead,41524,0.4502742657080332,Medium
770,Operations,Logistics Coordinator,60113,0.45006297468861733,Medium
355,Marketing,Content Specialist,59490,0.44940211445256606,Medium
240,Finance,Accountant,61882,0.44926873367778447,Medium
76,Finance,Financial Analyst,50551,0.44837499626531535,Medium
803,Human Resources,Recruiter,71326,0.4482775366187924,Medium
667,Finance,Accountant,69532,0.4480946378327454,Medium
793,Engineering,Senior Engineer,97764,0.4464958129558646,Medium
153,Engineering,QA Engineer,94159,0.4461997220961321,Medium
204,Operations,Operations Associate,32733,0.44600617633486783,Medium
133,Finance,Finance Manager,70299,0.4459128022502069,Medium
1092,Human Resources,Recruiter,59526,0.4457939176766964,Medium
89,Sales,Account Manager,81008,0.4456459570068129,Medium
734,Customer Support,Support Team Lead,51674,0.44556012924649785,Medium
220,Marketing,Marketing Manager,49628,0.4450901129509541,Medium
827,Customer Support,Support Team Lead,44048,0.4449757713079788,Medium
909,Operations,Operations Associate,38976,0.4448173173986593,Medium
1148,Marketing,Marketing Associate,38516,0.4442327589502205,Medium
194,Sales,Account Manager,68457,0.443862125218103,Medium
1327,Operations,Logistics Coordinator,58692,0.44379550470182094,Medium
129,Engineering,QA Engineer,119954,0.4436865416347815,Medium
1207,Sales,Sales Manager,56588,0.4425945799513403,Medium
375,Human Resources,HR Associate,45926,0.44173041537964036,Medium
10,Marketing,Marketing Associate,42043,0.44080342525772326,Medium
919,Engineering,Software Engineer,54120,0.43945858671048765,Medium
634,Engineering,Engineering Manager,119035,0.4394224114137035,Medium
718,Customer Support,Support Team Lead,49634,0.43932755188444955,Medium
884,Human Resources,HR Manager,48163,0.43891202544077484,Medium
1039,Finance,Accountant,71114,0.43875578089099726,Medium
754,Sales,Sales Manager,57834,0.438400709520224,Medium
769,Operations,Logistics Coordinator,63792,0.43814654022858407,Medium
863,Finance,Finance Manager,72873,0.43771360614478977,Medium
217,Operations,Operations Manager,58533,0.4368602376566896,Medium
1014,Sales,Sales Manager,62519,0.4368411592342078,Medium
581,Engineering,Senior Engineer,77285,0.43642952307847777,Medium
104,Sales,Account Manager,78394,0.43642868382983,Medium
37,Human Resources,HR Manager,59893,0.4362361654911307,Medium
337,Finance,Finance Manager,68461,0.4361265288666434,Medium
727,Sales,Sales Manager,69804,0.43605867464325615,Medium
1168,Human Resources,HR Manager,53276,0.43572040974229687,Medium
336,Finance,Financial Analyst,44166,0.4352612230296023,Medium
300,Finance,Financial Analyst,45981,0.4352312644941682,Medium
1254,Sales,Sales Executive,45471,0.4349343713563178,Medium
494,Customer Support,Support Team Lead,44788,0.4348513070187562,Medium
1241,Marketing,Marketing Associate,44178,0.43387014885617486,Medium
1113,Customer Support,Support Associate,43315,0.43316410723024773,Medium
1018,Engineering,QA Engineer,94832,0.4329248850268885,Medium
1309,Sales,Sales Executive,48586,0.4320381433820749,Medium
1000,Operations,Operations Associate,38442,0.4310410767090942,Medium
1473,Operations,Operations Manager,57045,0.4303926141813422,Medium
111,Human Resources,Recruiter,61848,0.43032618348121,Medium
50,Operations,Logistics Coordinator,61302,0.42968594122697473,Medium
127,Marketing,Marketing Associate,45025,0.42966279048808853,Medium
1070,Human Resources,HR Manager,57729,0.4293391145340749,Medium
940,Customer Support,Support Associate,45659,0.42885955818749094,Medium
601,Marketing,Content Specialist,80531,0.42878032889736717,Medium
643,Human Resources,Recruiter,70514,0.42868185206124454,Medium
1434,Finance,Financial Analyst,44065,0.42866888668966424,Medium
1151,Customer Support,Support Team Lead,49612,0.4286612187544978,Medium
865,Sales,Account Manager,78633,0.4285999859312221,Medium
1442,Engineering,QA Engineer,124619,0.42804907244974555,Medium
1397,Engineering,QA Engineer,126198,0.4278427940119092,Medium
460,Finance,Financial Analyst,51454,0.4275318877430383,Medium
1406,Sales,Sales Manager,57144,0.427292011598151,Medium
323,Engineering,Software Engineer,54849,0.4265820968023863,Medium
586,Finance,Accountant,60890,0.4265057910629626,Medium
486,Engineering,Software Engineer,62184,0.42595846443891533,Medium
888,Sales,Sales Manager,53632,0.42578459301242305,Medium
145,Finance,Finance Manager,93625,0.42512665115013465,Medium
277,Engineering,Senior Engineer,78371,0.4247144442586014,Medium
135,Marketing,Marketing Manager,53989,0.4246761467971672,Medium
1030,Engineering,Senior Engineer,90496,0.424643276366742,Medium
679,Operations,Operations Manager,50475,0.4246356377748241,Medium
335,Human Resources,HR Manager,50690,0.4243846857137562,Medium
1145,Engineering,Senior Engineer,75480,0.42407495010045915,Medium
922,Engineering,Engineering Manager,117587,0.4236965952030167,Medium
489,Operations,Operations Associate,37398,0.4235219706569826,Medium
1152,Customer Support,Support Associate,40024,0.4229798811664201,Medium
154,Marketing,Marketing Manager,53407,0.4224887559738445,Medium
1166,Sales,Sales Executive,41204,0.42205058932139783,Medium
530,Customer Support,Support Team Lead,46980,0.4214118528728415,Medium
339,Marketing,Content Specialist,51196,0.42135649350639265,Medium
1346,Engineering,QA Engineer,109031,0.421351095523033,Medium
776,Engineering,Software Engineer,55689,0.421166618823838,Medium
1200,Operations,Logistics Coordinator,59062,0.4208613255615569,Medium
292,Sales,Sales Manager,53954,0.4204102575878396,Medium
821,Engineering,Engineering Manager,131756,0.4202592585310851,Medium
1435,Operations,Operations Associate,41245,0.4202483429809525,Medium
1076,Customer Support,Support Team Lead,52487,0.42017583195358565,Medium
436,Operations,Logistics Coordinator,56876,0.4196526033008517,Medium
174,Operations,Logistics Coordinator,58680,0.4196063340932935,Medium
687,Finance,Accountant,59317,0.41928061735244093,Medium
1399,Operations,Operations Manager,52074,0.4192083233786308,Medium
1296,Sales,Sales Manager,60019,0.4190855064617769,Medium
189,Operations,Operations Manager,55704,0.4189282322903149,Medium
526,Engineering,Software Engineer,71028,0.4188226901321273,Medium
1459,Customer Support,Support Associate,41469,0.41881367739123515,Medium
5,Sales,Sales Executive,42808,0.4186231775284465,Medium
1408,Customer Support,Support Team Lead,52511,0.4185041048583951,Medium
271,Marketing,Content Specialist,71070,0.4178565531301783,Medium
493,Human Resources,Recruiter,57266,0.41719968730935514,Medium
453,Sales,Sales Executive,47875,0.41710852377021085,Medium
1132,Engineering,QA Engineer,98690,0.4169389066122368,Medium
705,Operations,Operations Associate,35959,0.41681585223524015,Medium
724,Sales,Sales Executive,41355,0.41575682095236943,Medium
496,Engineering,Software Engineer,59211,0.41572984274937114,Medium
962,Sales,Sales Manager,62435,0.4156383860852362,Medium
1117,Engineering,QA Engineer,107129,0.41471020231860917,Medium
602,Operations,Operations Manager,46223,0.4147009027688512,Medium
6,Marketing,Marketing Associate,43126,0.41466716442158763,Medium
725,Marketing,Content Specialist,65289,0.41459583513758363,Medium
1304,Engineering,QA Engineer,89006,0.4143010417193081,Medium
1342,Sales,Sales Executive,42341,0.4141866026353758,Medium
371,Sales,Sales Executive,44698,0.41409057018655276,Medium
836,Operations,Operations Manager,48503,0.4139853289525084,Medium
1074,Sales,Sales Executive,46146,0.41376658558418267,Medium
1231,Customer Support,Support Team Lead,45534,0.41375720833441326,Medium
417,Sales,Sales Executive,50105,0.41362090539671326,Medium
1381,Customer Support,Support Team Lead,48662,0.41329951703904366,Medium
228,Operations,Logistics Coordinator,54323,0.4129582860120683,Medium
1299,Sales,Sales Executive,41266,0.41219343756469196,Medium
1492,Customer Support,Support Team Lead,43546,0.4117429338293572,Medium
477,Finance,Accountant,62298,0.41167770086847894,Medium
864,Marketing,Marketing Manager,48101,0.41165363471020805,Medium
415,Operations,Operations Associate,36808,0.41139954491093494,Medium
966,Sales,Sales Executive,40310,0.4105233571585931,Medium
1303,Customer Support,Support Associate,34242,0.41047895224463543,Medium
1019,Operations,Logistics Coordinator,66106,0.41028751338023445,Medium
1150,Human Resources,HR Associate,40839,0.41006056054404944,Medium
698,Finance,Financial Analyst,49512,0.4095823518415152,Medium
221,Finance,Financial Analyst,57521,0.40946510342194825,Medium
694,Operations,Operations Manager,40813,0.4089565511603544,Medium
461,Operations,Logistics Coordinator,57179,0.4086945320376535,Medium
1297,Finance,Finance Manager,87464,0.4086622165014967,Medium
232,Marketing,Marketing Manager,51763,0.4085455811571445,Medium
686,Finance,Finance Manager,77636,0.4082831706794653,Medium
262,Sales,Sales Manager,55384,0.40821934120687403,Medium
216,Engineering,QA Engineer,113651,0.40777486756865394,Medium
1212,Finance,Accountant,60450,0.40769193374683205,Medium
550,Sales,Sales Executive,45922,0.40699423959288145,Medium
660,Customer Support,Support Team Lead,46363,0.40666832467557906,Medium
766,Sales,Sales Manager,58076,0.4061814623281031,Medium
71,Sales,Sales Manager,56215,0.40584503123278964,Medium
822,Customer Support,Support Team Lead,54747,0.4057923263404045,Medium
46,Sales,Account Manager,79167,0.4047909702256518,Medium
792,Finance,Finance Manager,75705,0.40460249447093144,Medium
976,Finance,Financial Analyst,51654,0.4044434656237288,Medium
835,Operations,Operations Manager,38143,0.404409868278162,Medium
314,Operations,Logistics Coordinator,57976,0.4038087821350828,Medium
202,Operations,Operations Manager,47148,0.4029584950152676,Medium
210,Engineering,QA Engineer,105809,0.40266916547010645,Medium
951,Operations,Operations Manager,45955,0.402243359432999,Medium
743,Human Resources,Recruiter,65065,0.4019038975344126,Medium
374,Sales,Sales Executive,39763,0.40184950306697464,Medium
454,Operations,Operations Manager,45924,0.40100911830862845,Medium
1123,Sales,Sales Manager,56085,0.400852348552391,Medium
49,Operations,Operations Manager,55629,0.400769570454389,Medium
1192,Sales,Sales Manager,54638,0.4007440619824108,Medium
291,Sales,Sales Manager,57093,0.400682548070616,Medium
629,Finance,Financial Analyst,44828,0.40048020648910354,Medium
73,Human Resources,HR Associate,35263,0.3999740170477659,Medium
1198,Finance,Financial Analyst,47742,0.3999362847934091,Medium
1020,Sales,Sales Executive,45710,0.39963525566848035,Medium
167,Engineering,Engineering Manager,113660,0.39958991848475006,Medium
512,Customer Support,Support Team Lead,44907,0.3993290488571409,Medium
287,Operations,Logistics Coordinator,72750,0.3992972448975925,Medium
388,Finance,Accountant,76341,0.3981084450200431,Medium
583,Marketing,Marketing Associate,40236,0.39800502262768,Medium
772,Operations,Operations Associate,36926,0.3974647161471938,Medium
1135,Customer Support,Support Team Lead,63468,0.397449411152935,Medium
44,Sales,Account Manager,75424,0.3973817696364197,Medium
969,Sales,Sales Manager,58813,0.39730336846448344,Medium
172,Customer Support,Support Team Lead,44479,0.39718453880299853,Medium
1170,Customer Support,Support Team Lead,67313,0.39651251380437397,Medium
624,Finance,Accountant,60843,0.39569436810256425,Medium
75,Sales,Sales Manager,68330,0.395674178920513,Medium
79,Customer Support,Support Team Lead,52283,0.39559397784973543,Medium
151,Sales,Account Manager,66604,0.3953091735909668,Medium
1371,Operations,Logistics Coordinator,64268,0.3946373113440767,Medium
404,Engineering,Senior Engineer,97649,0.394302547761162,Medium
668,Customer Support,Support Team Lead,55806,0.39338420076960934,Medium
491,Customer Support,Support Team Lead,43687,0.39304862959523434,Medium
1366,Engineering,Senior Engineer,71621,0.39159949794362575,Medium
1001,Sales,Account Manager,80560,0.39136771560683725,Medium
499,Engineering,QA Engineer,113586,0.3905971352691347,Medium
61,Customer Support,Support Team Lead,45068,0.39056654042338174,Medium
52,Operations,Logistics Coordinator,58215,0.3905656004054764,Medium
1016,Sales,Account Manager,58537,0.3905592497528358,Medium
448,Marketing,Content Specialist,69637,0.390550373218994,Medium
833,Sales,Account Manager,78344,0.39047984857370016,Medium
331,Marketing,Marketing Associate,41752,0.390265570760601,Medium
1073,Engineering,QA Engineer,93618,0.38989577797024244,Medium
552,Finance,Financial Analyst,50124,0.3895737679938037,Medium
618,Operations,Operations Manager,42036,0.3895555711079199,Medium
60,Finance,Accountant,66178,0.38948293193436667,Medium
1337,Marketing,Content Specialist,69041,0.38934814133099976,Medium
333,Sales,Account Manager,78785,0.3893237844417792,Medium
1433,Engineering,Senior Engineer,94351,0.38925718870126663,Medium
745,Sales,Sales Manager,56150,0.3890773652900385,Medium
1475,Sales,Account Manager,85903,0.3889229649833879,Medium
1139,Sales,Sales Manager,73248,0.38879196382588227,Medium
914,Sales,Sales Executive,49765,0.38862430429954475,Medium
1454,Operations,Operations Associate,33984,0.38802317883762166,Medium
1049,Customer Support,Support Associate,34024,0.38790600938326186,Medium
636,Marketing,Marketing Associate,43425,0.38764010180779873,Medium
1163,Engineering,Engineering Manager,143116,0.38726865072474015,Medium
1325,Sales,Sales Executive,46709,0.38724054193097984,Medium
509,Sales,Account Manager,77702,0.38689496689087244,Medium
1141,Sales,Sales Manager,54720,0.3868577421524463,Medium
1386,Sales,Sales Manager,54854,0.38598996838870514,Medium
187,Human Resources,HR Associate,36680,0.38590814722648226,Medium
825,Marketing,Marketing Manager,56512,0.38578258788516706,Medium
1294,Engineering,Engineering Manager,140496,0.3856174183305018,Medium
765,Operations,Logistics Coordinator,53820,0.3856092614254496,Medium
1334,Customer Support,Support Associate,33938,0.3855533061186964,Medium
1253,Customer Support,Support Associate,34738,0.38552281914911035,Medium
427,Customer Support,Support Associate,41123,0.3854948530563065,Medium
353,Engineering,Engineering Manager,111117,0.38541684647242214,Medium
159,Engineering,Engineering Manager,149067,0.38459443803770355,Medium
897,Finance,Financial Analyst,48923,0.38404152597621616,Medium
1042,Engineering,Senior Engineer,83875,0.3834328595212245,Medium
1300,Marketing,Content Specialist,60776,0.3833656791946778,Medium
383,Human Resources,HR Associate,37846,0.38327195045071466,Medium
1194,Engineering,Software Engineer,91167,0.38292150778937706,Medium
248,Human Resources,HR Associate,34378,0.3826500839052991,Medium
890,Engineering,Software Engineer,60343,0.3824827141239093,Medium
665,Marketing,Content Specialist,64339,0.3824560853018125,Medium
3,Operations,Operations Manager,42891,0.3823088512004203,Medium
177,Customer Support,Support Team Lead,44468,0.3822688259052438,Medium
1250,Finance,Accountant,57071,0.3822336878847957,Medium
272,Engineering,Software Engineer,56642,0.3816419612944402,Medium
495,Operations,Operations Associate,39179,0.38158500087084335,Medium
1410,Sales,Account Manager,76127,0.38134341076029155,Medium
345,Customer Support,Support Team Lead,45100,0.38127611377421816,Medium
440,Operations,Operations Associate,39228,0.380804785438049,Medium
1079,Marketing,Content Specialist,81418,0.3806555116087129,Medium
1024,Sales,Account Manager,88993,0.38043661162336667,Medium
338,Sales,Sales Executive,38700,0.37999301903779253,Medium
462,Customer Support,Support Team Lead,52650,0.37977134894023806,Medium
175,Finance,Finance Manager,66942,0.3797159750053324,Medium
1007,Engineering,Senior Engineer,87606,0.37970805417212367,Medium
744,Engineering,QA Engineer,107609,0.3796812509869646,Medium
19,Marketing,Marketing Manager,60487,0.3795341895052774,Medium
1314,Sales,Sales Executive,40650,0.3791338993370452,Medium
209,Customer Support,Support Associate,31951,0.3784140786987432,Medium
566,Human Resources,Recruiter,61247,0.3783343970426644,Medium
1191,Engineering,Software Engineer,61782,0.3780949636982745,Medium
1426,Finance,Financial Analyst,46006,0.37808693557799444,Medium
1382,Operations,Logistics Coordinator,53629,0.37798399626405244,Medium
538,Human Resources,HR Associate,35638,0.376924253341565,Medium
322,Human Resources,Recruiter,62037,0.3769040737079703,Medium
541,Engineering,Senior Engineer,78192,0.37682747144257484,Medium
663,Sales,Account Manager,65832,0.37645719709635367,Medium
562,Sales,Sales Manager,69583,0.3763142780411275,Medium
650,Customer Support,Support Team Lead,49347,0.376125572378201,Medium
348,Customer Support,Support Team Lead,43054,0.3755546775371939,Medium
1054,Sales,Account Manager,74839,0.375551992393073,Medium
223,Engineering,Senior Engineer,99183,0.3754782985347822,Medium
316,Operations,Operations Manager,53064,0.3754633138493974,Medium
511,Sales,Sales Manager,58683,0.3748885837308922,Medium
1264,Finance,Finance Manager,88201,0.37463033868486456,Medium
87,Operations,Operations Manager,52050,0.37461472791363853,Medium
422,Customer Support,Support Associate,37632,0.3745698331752783,Medium
1323,Sales,Sales Manager,56445,0.37440259480672927,Medium
641,Marketing,Content Specialist,58742,0.3743402760902015,Medium
664,Marketing,Content Specialist,72419,0.3742675788744926,Medium
1027,Customer Support,Support Associate,43622,0.3742533019832654,Medium
482,Marketing,Marketing Associate,34172,0.37421165895053843,Medium
869,Marketing,Marketing Manager,41841,0.3736371243659498,Medium
1201,Operations,Logistics Coordinator,75412,0.37353866057798557,Medium
403,Human Resources,HR Associate,45750,0.3731651728496368,Medium
97,Finance,Finance Manager,85167,0.3730119259914991,Medium
639,Finance,Accountant,57172,0.37299599811650114,Medium
249,Marketing,Content Specialist,72920,0.37298072906728147,Medium
986,Sales,Sales Executive,38039,0.372427004707414,Medium
1269,Sales,Sales Executive,40988,0.3723670011447929,Medium
350,Sales,Account Manager,72281,0.37184580609904555,Medium
1391,Engineering,QA Engineer,105890,0.3716975761201025,Medium
516,Engineering,Engineering Manager,120812,0.37160998610695534,Medium
901,Sales,Sales Manager,55105,0.3710429109487721,Medium
593,Sales,Account Manager,70748,0.370886688156956,Medium
243,Finance,Financial Analyst,43599,0.37083377655176986,Medium
445,Customer Support,Support Team Lead,49689,0.3705703227674536,Medium
1224,Operations,Logistics Coordinator,52839,0.3704322919207128,Medium
910,Sales,Sales Executive,49461,0.36997803004105073,Medium
1187,Sales,Account Manager,69107,0.3694957853493225,Medium
1307,Sales,Sales Executive,49579,0.36937850316338083,Medium
625,Operations,Operations Associate,40094,0.36898895789398445,Medium
714,Operations,Logistics Coordinator,69750,0.36869111276667144,Medium
1495,Customer Support,Support Team Lead,46368,0.3681676109781128,Medium
802,Customer Support,Support Associate,33959,0.3681234114916888,Medium
1463,Customer Support,Support Team Lead,44111,0.3680745293639594,Medium
574,Finance,Accountant,63092,0.3678732792252444,Medium
1066,Marketing,Content Specialist,66827,0.36772235268974407,Medium
212,Sales,Sales Executive,39488,0.36749708040730944,Medium
1424,Sales,Sales Executive,52489,0.3673444768850329,Medium
1091,Sales,Sales Executive,47692,0.3672210577289951,Medium
446,Sales,Sales Manager,54523,0.36699034800382324,Medium
1072,Marketing,Content Specialist,81404,0.3667720492787724,Medium
214,Engineering,QA Engineer,104210,0.365949188316233,Medium
956,Operations,Logistics Coordinator,54808,0.3657851636942531,Medium
540,Sales,Sales Executive,49165,0.36567473753012447,Medium
1367,Sales,Sales Executive,40469,0.36544762956126786,Medium
